dateTime;next_dateTime;arr_volume_group;dep_volume_group;volume_group;metarKey;noPhenDetected;recent;intensity;characteristic;phenomenon1;phenomenon2;phenomenon3
2019-01-31 22:00:00.000;2019-01-31 22:30:00.000;MEDIA;BAJA;MEDIA;4330769;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-05 02:00:00.000;2019-04-05 02:30:00.000;BAJA;BAJA;BAJA;4492488;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-05 03:00:00.000;2019-04-05 03:30:00.000;BAJA;BAJA;BAJA;4492490;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-07 20:30:00.000;2019-04-07 21:00:00.000;ALTA;MEDIA;MEDIA;4497761;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-08 05:00:00.000;2019-04-08 05:30:00.000;MEDIA;ALTA;MEDIA;4500342;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-09 13:30:00.000;2019-04-09 14:00:00.000;MEDIA;ALTA;ALTA;4502977;0;1;Moderado;Chubasco(s);Lluvia;NULL;NULL
2019-04-24 23:30:00.000;2019-04-25 00:00:00.000;BAJA;BAJA;BAJA;4541215;0;0;Moderado;;Llovizna;NULL;NULL
2019-07-13 10:00:00.000;2019-07-13 10:30:00.000;MEDIA;ALTA;ALTA;4743085;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-07-21 19:30:00.000;2019-07-21 20:00:00.000;ALTA;ALTA;ALTA;4763307;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-07-23 19:00:00.000;2019-07-23 19:30:00.000;ALTA;ALTA;ALTA;4768385;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-08-30 17:00:00.000;2019-08-30 17:30:00.000;ALTA;MEDIA;MEDIA;4864142;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-09-13 14:00:00.000;2019-09-13 14:30:00.000;ALTA;ALTA;ALTA;4899504;0;1;Moderado;;Lluvia;NULL;NULL
2019-09-17 19:00:00.000;2019-09-17 19:30:00.000;ALTA;MEDIA;ALTA;4909791;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-10-23 10:00:00.000;2019-10-23 10:30:00.000;MEDIA;ALTA;ALTA;5001893;0;0;Moderado;;Llovizna;NULL;NULL
2019-11-20 20:00:00.000;2019-11-20 20:30:00.000;ALTA;MEDIA;MEDIA;5074575;0;0;Moderado;;Llovizna;NULL;NULL
2019-11-22 05:00:00.000;2019-11-22 05:30:00.000;MEDIA;MEDIA;MEDIA;5079857;0;0;Moderado;;Llovizna;NULL;NULL
2019-11-26 20:30:00.000;2019-11-26 21:00:00.000;MEDIA;MEDIA;MEDIA;5090369;0;0;Moderado;;Llovizna;NULL;NULL
2019-11-30 23:00:00.000;2019-11-30 23:30:00.000;BAJA;MEDIA;MEDIA;5100738;0;1;Moderado;;Lluvia;NULL;NULL
2019-12-10 22:00:00.000;2019-12-10 22:30:00.000;MEDIA;MEDIA;MEDIA;5126501;0;0;Moderado;Baja;Niebla;NULL;NULL
2019-12-17 10:30:00.000;2019-12-17 11:00:00.000;ALTA;ALTA;ALTA;5144435;0;1;Moderado;;Lluvia;NULL;NULL
2019-10-14 17:00:00.000;2019-10-14 17:30:00.000;MEDIA;MEDIA;MEDIA;4978570;0;0;Moderado;;Llovizna;NULL;NULL
2019-10-17 08:00:00.000;2019-10-17 08:30:00.000;ALTA;ALTA;ALTA;4986292;0;0;Moderado;;Llovizna;NULL;NULL
2019-01-20 00:30:00.000;2019-01-20 01:00:00.000;BAJA;BAJA;BAJA;4302518;0;0;Moderado;;Llovizna;NULL;NULL
2019-01-31 02:00:00.000;2019-01-31 02:30:00.000;BAJA;BAJA;BAJA;4330729;0;1;Moderado;;Lluvia;NULL;NULL
2019-01-31 22:30:00.000;2019-01-31 23:00:00.000;MEDIA;BAJA;MEDIA;4330770;0;1;Moderado;;Lluvia;NULL;NULL
2019-01-31 23:30:00.000;2019-02-01 00:00:00.000;BAJA;MEDIA;BAJA;4330772;0;0;Moderado;;Llovizna;NULL;NULL
2019-02-01 01:00:00.000;2019-02-01 01:30:00.000;BAJA;BAJA;BAJA;4333326;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-02 14:30:00.000;2019-04-02 15:00:00.000;MEDIA;ALTA;ALTA;4484474;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-04-07 21:00:00.000;2019-04-07 21:30:00.000;MEDIA;MEDIA;MEDIA;4497762;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-09 22:00:00.000;2019-04-09 22:30:00.000;BAJA;MEDIA;MEDIA;4502994;0;1;Moderado;;Lluvia;NULL;NULL
2019-04-18 22:30:00.000;2019-04-18 23:00:00.000;BAJA;MEDIA;BAJA;4525838;0;1;Moderado;Chubasco(s);Lluvia;NULL;NULL
2019-04-24 06:30:00.000;2019-04-24 07:00:00.000;MEDIA;MEDIA;MEDIA;4541180;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-24 11:00:00.000;2019-04-24 11:30:00.000;MEDIA;MEDIA;MEDIA;4541189;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-24 18:30:00.000;2019-04-24 19:00:00.000;ALTA;MEDIA;ALTA;4541205;0;1;Moderado;;Lluvia;NULL;NULL
2019-07-02 22:30:00.000;2019-07-02 23:00:00.000;MEDIA;MEDIA;MEDIA;4715258;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-07-13 06:00:00.000;2019-07-13 06:30:00.000;MEDIA;MEDIA;MEDIA;4743077;0;1;Moderado;;Lluvia;NULL;NULL
2019-01-20 00:00:00.000;2019-01-20 00:30:00.000;BAJA;BAJA;BAJA;4302517;0;0;Moderado;;Llovizna;NULL;NULL
2019-07-23 01:00:00.000;2019-07-23 01:30:00.000;BAJA;BAJA;BAJA;4768345;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-08-21 19:30:00.000;2019-08-21 20:00:00.000;MEDIA;MEDIA;MEDIA;4841268;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-08-26 16:30:00.000;2019-08-26 17:00:00.000;MEDIA;MEDIA;MEDIA;4854104;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-08-26 19:00:00.000;2019-08-26 19:30:00.000;BAJA;BAJA;BAJA;4854111;0;0;Fuerte;Tormenta;Lluvia;NULL;NULL
2019-08-26 19:30:00.000;2019-08-26 20:00:00.000;MEDIA;MEDIA;MEDIA;4854113;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-09-13 14:30:00.000;2019-09-13 15:00:00.000;MEDIA;ALTA;ALTA;4899505;0;1;Moderado;;Lluvia;NULL;NULL
2019-09-14 17:00:00.000;2019-09-14 17:30:00.000;ALTA;MEDIA;MEDIA;4902034;0;1;Moderado;;Lluvia;NULL;NULL
2019-09-15 14:00:00.000;2019-09-15 14:30:00.000;ALTA;ALTA;ALTA;4904560;0;1;Moderado;Chubasco(s);Lluvia;NULL;NULL
2019-09-15 17:30:00.000;2019-09-15 18:00:00.000;ALTA;MEDIA;MEDIA;4904567;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-09-17 18:30:00.000;2019-09-17 19:00:00.000;ALTA;MEDIA;ALTA;4909790;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-09-17 19:30:00.000;2019-09-17 20:00:00.000;MEDIA;MEDIA;MEDIA;4909792;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-11-14 08:30:00.000;2019-11-14 09:00:00.000;ALTA;MEDIA;MEDIA;5058948;0;1;Moderado;;Lluvia;NULL;NULL
2019-11-20 19:30:00.000;2019-11-20 20:00:00.000;MEDIA;MEDIA;MEDIA;5074574;0;0;Moderado;;Llovizna;NULL;NULL
2019-11-22 05:30:00.000;2019-11-22 06:00:00.000;BAJA;MEDIA;MEDIA;5079858;0;0;Moderado;;Llovizna;NULL;NULL
2019-11-26 15:30:00.000;2019-11-26 16:00:00.000;MEDIA;ALTA;MEDIA;5090359;0;0;Moderado;;Llovizna;NULL;NULL
2019-12-08 16:00:00.000;2019-12-08 16:30:00.000;MEDIA;ALTA;MEDIA;5121336;0;0;Moderado;;Llovizna;NULL;NULL
2019-12-20 16:30:00.000;2019-12-20 17:00:00.000;MEDIA;MEDIA;MEDIA;5152347;0;0;Moderado;;Llovizna;NULL;NULL
2019-12-21 09:00:00.000;2019-12-21 09:30:00.000;ALTA;MEDIA;MEDIA;5155003;0;0;Moderado;;Llovizna;NULL;NULL
2019-10-12 18:30:00.000;2019-10-12 19:00:00.000;MEDIA;MEDIA;MEDIA;4973416;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-10-18 02:30:00.000;2019-10-18 03:00:00.000;BAJA;BAJA;BAJA;4988765;0;0;Moderado;;Llovizna;NULL;NULL
2019-10-19 21:30:00.000;2019-10-19 22:00:00.000;MEDIA;BAJA;BAJA;4991441;0;1;Moderado;;Lluvia;NULL;NULL
2019-03-31 11:00:00.000;2019-03-31 11:30:00.000;MEDIA;MEDIA;MEDIA;4479599;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-05 09:00:00.000;2019-04-05 09:30:00.000;ALTA;MEDIA;ALTA;4492503;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-05 13:00:00.000;2019-04-05 13:30:00.000;ALTA;ALTA;ALTA;4492516;0;1;Moderado;Chubasco(s);Lluvia;NULL;NULL
2019-04-06 15:30:00.000;2019-04-06 16:00:00.000;MEDIA;MEDIA;MEDIA;4495175;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-04-06 16:00:00.000;2019-04-06 16:30:00.000;MEDIA;MEDIA;MEDIA;4495177;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-04-07 22:00:00.000;2019-04-07 22:30:00.000;BAJA;MEDIA;MEDIA;4497764;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-09 15:00:00.000;2019-04-09 15:30:00.000;MEDIA;ALTA;MEDIA;4502980;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-04-18 01:30:00.000;2019-04-18 02:00:00.000;BAJA;BAJA;BAJA;4525792;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-25 00:00:00.000;2019-04-25 00:30:00.000;BAJA;BAJA;BAJA;4543556;0;0;Moderado;;Llovizna;NULL;NULL
2019-07-02 23:00:00.000;2019-07-02 23:30:00.000;MEDIA;MEDIA;MEDIA;4715260;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-07-13 10:30:00.000;2019-07-13 11:00:00.000;MEDIA;ALTA;ALTA;4743086;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-08-26 18:30:00.000;2019-08-26 19:00:00.000;MEDIA;MEDIA;MEDIA;4854109;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-09-14 14:00:00.000;2019-09-14 14:30:00.000;MEDIA;ALTA;ALTA;4902025;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-09-15 09:00:00.000;2019-09-15 09:30:00.000;ALTA;MEDIA;MEDIA;4904547;0;1;Moderado;Chubasco(s);Lluvia;NULL;NULL
2019-09-20 19:30:00.000;2019-09-20 20:00:00.000;MEDIA;BAJA;BAJA;4917397;0;0;Fuerte;Tormenta;Lluvia;NULL;NULL
2019-09-20 20:30:00.000;2019-09-20 21:00:00.000;ALTA;MEDIA;MEDIA;4917401;0;1;Moderado;;Lluvia;NULL;NULL
2019-11-07 20:00:00.000;2019-11-07 20:30:00.000;MEDIA;MEDIA;MEDIA;5040602;0;0;Moderado;;Llovizna;NULL;NULL
2019-11-30 21:00:00.000;2019-11-30 21:30:00.000;MEDIA;MEDIA;MEDIA;5100734;0;0;Moderado;;Llovizna;NULL;NULL
2019-11-30 21:00:00.000;2019-11-30 21:30:00.000;MEDIA;MEDIA;MEDIA;5100734;0;1;Moderado;;Lluvia;NULL;NULL
2019-12-01 14:00:00.000;2019-12-01 14:30:00.000;ALTA;ALTA;ALTA;5103343;0;0;Moderado;;Llovizna;NULL;NULL
2019-12-01 20:00:00.000;2019-12-01 20:30:00.000;MEDIA;MEDIA;MEDIA;5103358;0;1;Moderado;;Lluvia;NULL;NULL
2019-12-19 17:30:00.000;2019-12-19 18:00:00.000;ALTA;MEDIA;MEDIA;5149651;0;1;Moderado;;Lluvia;NULL;NULL
2019-10-12 20:00:00.000;2019-10-12 20:30:00.000;MEDIA;MEDIA;MEDIA;4973420;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-02-01 00:00:00.000;2019-02-01 00:30:00.000;BAJA;BAJA;BAJA;4333324;0;0;Moderado;;Llovizna;NULL;NULL
2019-02-01 15:30:00.000;2019-02-01 16:00:00.000;MEDIA;ALTA;ALTA;4333356;0;1;Moderado;;Lluvia;NULL;NULL
2019-03-06 14:30:00.000;2019-03-06 15:00:00.000;MEDIA;MEDIA;MEDIA;4416417;0;1;Moderado;;Lluvia;NULL;NULL
2019-04-06 11:00:00.000;2019-04-06 11:30:00.000;ALTA;MEDIA;MEDIA;4495165;0;1;Moderado;;Lluvia;NULL;NULL
2019-04-07 19:00:00.000;2019-04-07 19:30:00.000;ALTA;MEDIA;MEDIA;4497758;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-07 19:30:00.000;2019-04-07 20:00:00.000;MEDIA;MEDIA;MEDIA;4497759;0;0;Moderado;;Llovizna;NULL;NULL
2019-04-08 06:00:00.000;2019-04-08 06:30:00.000;MEDIA;MEDIA;MEDIA;4500346;0;0;Moderado;;Llovizna;NULL;NULL
2019-01-20 02:00:00.000;2019-01-20 02:30:00.000;BAJA;BAJA;BAJA;4302521;0;0;Moderado;;Llovizna;NULL;NULL
2019-07-02 22:00:00.000;2019-07-02 22:30:00.000;MEDIA;MEDIA;MEDIA;4715255;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-07-21 17:30:00.000;2019-07-21 18:00:00.000;MEDIA;MEDIA;MEDIA;4763301;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-07-23 02:00:00.000;2019-07-23 02:30:00.000;BAJA;BAJA;BAJA;4768347;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-08-26 15:30:00.000;2019-08-26 16:00:00.000;MEDIA;ALTA;MEDIA;4854101;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-08-30 17:30:00.000;2019-08-30 18:00:00.000;ALTA;MEDIA;MEDIA;4864143;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-08-30 18:00:00.000;2019-08-30 18:30:00.000;MEDIA;MEDIA;MEDIA;4864144;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-09-14 16:00:00.000;2019-09-14 16:30:00.000;MEDIA;MEDIA;MEDIA;4902030;0;1;Moderado;;Lluvia;NULL;NULL
2019-09-14 16:30:00.000;2019-09-14 17:00:00.000;MEDIA;MEDIA;MEDIA;4902031;0;0;En proximidades;Tormenta;NULL;NULL;NULL
2019-09-15 06:30:00.000;2019-09-15 07:00:00.000;MEDIA;MEDIA;MEDIA;4904540;0;1;Moderado;Chubasco(s);Lluvia;NULL;NULL
2019-11-09 16:00:00.000;2019-11-09 16:30:00.000;MEDIA;MEDIA;MEDIA;5045859;0;0;Moderado;;Llovizna;NULL;NULL
2019-11-09 16:30:00.000;2019-11-09 17:00:00.000;MEDIA;MEDIA;MEDIA;5045860;0;0;Moderado;;Llovizna;NULL;NULL
2019-11-26 19:00:00.000;2019-11-26 19:30:00.000;MEDIA;ALTA;ALTA;5090366;0;0;Moderado;;Llovizna;NULL;NULL
2019-12-01 09:30:00.000;2019-12-01 10:00:00.000;ALTA;MEDIA;MEDIA;5103333;0;0;Moderado;;Llovizna;NULL;NULL
2019-12-01 17:00:00.000;2019-12-01 17:30:00.000;MEDIA;MEDIA;MEDIA;5103351;0;1;Moderado;;Lluvia;NULL;NULL
2019-12-21 11:00:00.000;2019-12-21 11:30:00.000;ALTA;ALTA;ALTA;5155007;0;0;Moderado;;Llovizna;NULL;NULL
2019-01-30 19:30:00.000;2019-01-30 20:00:00.000;ALTA;MEDIA;MEDIA;4328148;0;0;Baja;;Llovizna;NULL;NULL
2019-01-30 23:00:00.000;2019-01-30 23:30:00.000;BAJA;MEDIA;MEDIA;4328155;0;0;Baja;;Llovizna;NULL;NULL
2019-01-31 01:00:00.000;2019-01-31 01:30:00.000;BAJA;BAJA;BAJA;4330727;0;0;Baja;;Llovizna;NULL;NULL
2019-04-05 09:30:00.000;2019-04-05 10:00:00.000;MEDIA;ALTA;ALTA;4492505;0;0;Baja;;Llovizna;NULL;NULL
2019-04-05 09:30:00.000;2019-04-05 10:00:00.000;MEDIA;ALTA;ALTA;4492505;0;1;Moderado;;Llovizna;NULL;NULL
2019-04-17 21:30:00.000;2019-04-17 22:00:00.000;MEDIA;MEDIA;MEDIA;4523271;0;0;Baja;;Llovizna;NULL;NULL
2019-04-17 22:30:00.000;2019-04-17 23:00:00.000;BAJA;MEDIA;BAJA;4523273;0;0;Baja;;Llovizna;NULL;NULL
2019-04-17 23:30:00.000;2019-04-18 00:00:00.000;BAJA;BAJA;BAJA;4523275;0;0;Baja;;Llovizna;NULL;NULL
2019-04-18 08:00:00.000;2019-04-18 08:30:00.000;ALTA;MEDIA;ALTA;4525806;0;0;Baja;;Llovizna;NULL;NULL
2019-04-18 15:30:00.000;2019-04-18 16:00:00.000;MEDIA;MEDIA;MEDIA;4525822;0;0;Baja;;Llovizna;NULL;NULL
2019-04-19 18:00:00.000;2019-04-19 18:30:00.000;ALTA;ALTA;ALTA;4528444;0;0;Baja;;Llovizna;NULL;NULL
2019-04-19 19:00:00.000;2019-04-19 19:30:00.000;ALTA;MEDIA;MEDIA;4528446;0;0;Baja;;Llovizna;NULL;NULL
2019-04-23 20:00:00.000;2019-04-23 20:30:00.000;ALTA;ALTA;ALTA;4538622;0;0;Baja;;Llovizna;NULL;NULL
2019-10-22 17:30:00.000;2019-10-22 18:00:00.000;ALTA;MEDIA;MEDIA;4999279;0;0;Baja;;Llovizna;NULL;NULL
2019-10-23 06:00:00.000;2019-10-23 06:30:00.000;MEDIA;MEDIA;MEDIA;5001885;0;0;Baja;;Llovizna;NULL;NULL
2019-01-19 13:30:00.000;2019-01-19 14:00:00.000;ALTA;MEDIA;MEDIA;4299961;0;0;Baja;;Llovizna;NULL;NULL
2019-01-20 01:00:00.000;2019-01-20 01:30:00.000;BAJA;BAJA;BAJA;4302519;0;0;Baja;;Llovizna;NULL;NULL
2019-08-20 00:00:00.000;2019-08-20 00:30:00.000;BAJA;BAJA;BAJA;4838873;0;0;Baja;;Llovizna;NULL;NULL
2019-11-12 21:30:00.000;2019-11-12 22:00:00.000;ALTA;MEDIA;MEDIA;5053750;0;0;Baja;;Llovizna;NULL;NULL
2019-11-13 01:00:00.000;2019-11-13 01:30:00.000;BAJA;BAJA;BAJA;5056226;0;0;Baja;;Llovizna;NULL;NULL
2019-11-20 20:30:00.000;2019-11-20 21:00:00.000;ALTA;MEDIA;MEDIA;5074576;0;1;Moderado;;Llovizna;NULL;NULL
2019-11-21 08:00:00.000;2019-11-21 08:30:00.000;MEDIA;ALTA;ALTA;5077134;0;0;Baja;;Llovizna;NULL;NULL
2019-11-23 00:30:00.000;2019-11-23 01:00:00.000;BAJA;BAJA;BAJA;5082516;0;0;Baja;;Llovizna;NULL;NULL
2019-11-23 04:00:00.000;2019-11-23 04:30:00.000;BAJA;BAJA;BAJA;5082523;0;0;Baja;;Llovizna;NULL;NULL
2019-11-26 20:00:00.000;2019-11-26 20:30:00.000;MEDIA;MEDIA;MEDIA;5090368;0;0;Baja;;Llovizna;NULL;NULL
2019-11-30 06:30:00.000;2019-11-30 07:00:00.000;MEDIA;ALTA;MEDIA;5100705;0;0;Baja;;Llovizna;NULL;NULL
2019-12-01 09:00:00.000;2019-12-01 09:30:00.000;ALTA;MEDIA;ALTA;5103331;0;0;Baja;;Llovizna;NULL;NULL
2019-12-01 11:00:00.000;2019-12-01 11:30:00.000;MEDIA;ALTA;ALTA;5103336;0;0;Baja;;Llovizna;NULL;NULL
2019-12-08 17:00:00.000;2019-12-08 17:30:00.000;MEDIA;MEDIA;MEDIA;5121338;0;0;Baja;;Llovizna;NULL;NULL
2019-12-11 09:30:00.000;2019-12-11 10:00:00.000;MEDIA;MEDIA;MEDIA;5129090;0;0;Baja;;Llovizna;NULL;NULL
2019-12-12 14:00:00.000;2019-12-12 14:30:00.000;ALTA;ALTA;ALTA;5131655;0;0;Baja;;Llovizna;NULL;NULL
2019-12-17 06:00:00.000;2019-12-17 06:30:00.000;MEDIA;ALTA;MEDIA;5144425;0;0;Baja;;Llovizna;NULL;NULL
2019-12-20 04:00:00.000;2019-12-20 04:30:00.000;MEDIA;BAJA;BAJA;5152222;0;0;Baja;;Llovizna;NULL;NULL
2019-10-17 07:30:00.000;2019-10-17 08:00:00.000;ALTA;MEDIA;ALTA;4986291;0;0;Baja;;Llovizna;NULL;NULL
2019-04-18 12:00:00.000;2019-04-18 12:30:00.000;ALTA;MEDIA;MEDIA;4525815;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-04-21 12:30:00.000;2019-04-21 13:00:00.000;ALTA;MEDIA;ALTA;4533449;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-08-11 12:00:00.000;2019-08-11 12:30:00.000;ALTA;MEDIA;MEDIA;4816225;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-03-09 12:00:00.000;2019-03-09 12:30:00.000;MEDIA;MEDIA;MEDIA;4423133;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-11-23 11:30:00.000;2019-11-23 12:00:00.000;MEDIA;ALTA;MEDIA;5082539;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-12-29 12:30:00.000;2019-12-29 13:00:00.000;ALTA;MEDIA;MEDIA;5175477;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-04-27 12:30:00.000;2019-04-27 13:00:00.000;ALTA;MEDIA;MEDIA;4548852;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-04-09 11:30:00.000;2019-04-09 12:00:00.000;ALTA;MEDIA;ALTA;4502924;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-05-02 11:30:00.000;2019-05-02 12:00:00.000;ALTA;MEDIA;MEDIA;4561252;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-06 11:30:00.000;2019-09-06 12:00:00.000;ALTA;MEDIA;ALTA;4881632;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-11-16 12:30:00.000;2019-11-16 13:00:00.000;ALTA;MEDIA;MEDIA;5064139;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-21 12:00:00.000;2019-09-21 12:30:00.000;ALTA;MEDIA;MEDIA;4919986;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-01-16 12:30:00.000;2019-01-16 13:00:00.000;ALTA;MEDIA;MEDIA;4292339;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-01-04 12:00:00.000;2019-01-04 12:30:00.000;ALTA;MEDIA;MEDIA;4262223;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-11-02 12:30:00.000;2019-11-02 13:00:00.000;ALTA;MEDIA;MEDIA;5027557;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-11-06 11:30:00.000;2019-11-06 12:00:00.000;ALTA;MEDIA;MEDIA;5037985;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-02-13 12:00:00.000;2019-02-13 12:30:00.000;MEDIA;MEDIA;MEDIA;4363617;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-12-25 12:30:00.000;2019-12-25 13:00:00.000;MEDIA;MEDIA;MEDIA;5165258;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-02-19 12:30:00.000;2019-02-19 13:00:00.000;ALTA;MEDIA;MEDIA;4378911;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-12-16 11:30:00.000;2019-12-16 12:00:00.000;ALTA;MEDIA;MEDIA;5141826;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-06-02 12:30:00.000;2019-06-02 13:00:00.000;ALTA;ALTA;ALTA;4639500;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-12-30 12:30:00.000;2019-12-30 13:00:00.000;ALTA;MEDIA;MEDIA;5177999;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-04-16 12:00:00.000;2019-04-16 12:30:00.000;ALTA;MEDIA;MEDIA;4520731;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-24 11:30:00.000;2019-09-24 12:00:00.000;ALTA;MEDIA;MEDIA;4927606;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-08-13 11:30:00.000;2019-08-13 12:00:00.000;ALTA;MEDIA;MEDIA;4821280;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-02-06 12:00:00.000;2019-02-06 12:30:00.000;ALTA;MEDIA;MEDIA;4346053;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-10-21 11:30:00.000;2019-10-21 12:00:00.000;ALTA;MEDIA;MEDIA;4996628;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-05-07 12:00:00.000;2019-05-07 12:30:00.000;MEDIA;MEDIA;MEDIA;4573970;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-01-28 12:30:00.000;2019-01-28 13:00:00.000;MEDIA;MEDIA;MEDIA;4323016;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-05-21 12:30:00.000;2019-05-21 13:00:00.000;ALTA;MEDIA;ALTA;4609327;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-05-23 11:30:00.000;2019-05-23 12:00:00.000;ALTA;MEDIA;MEDIA;4614382;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-12-12 11:30:00.000;2019-12-12 12:00:00.000;MEDIA;ALTA;ALTA;5131650;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-08-03 11:30:00.000;2019-08-03 12:00:00.000;ALTA;MEDIA;MEDIA;4796062;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-01-14 11:30:00.000;2019-01-14 12:00:00.000;MEDIA;MEDIA;MEDIA;4287261;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-12-22 12:30:00.000;2019-12-22 13:00:00.000;ALTA;MEDIA;MEDIA;5157561;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-08-09 12:00:00.000;2019-08-09 12:30:00.000;ALTA;MEDIA;MEDIA;4811227;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-11-19 12:30:00.000;2019-11-19 13:00:00.000;ALTA;MEDIA;MEDIA;5071945;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-10-08 12:30:00.000;2019-10-08 13:00:00.000;ALTA;MEDIA;ALTA;4963295;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-03-03 12:30:00.000;2019-03-03 13:00:00.000;MEDIA;MEDIA;MEDIA;4408961;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-08-01 11:30:00.000;2019-08-01 12:00:00.000;ALTA;MEDIA;MEDIA;4791084;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-01-15 12:00:00.000;2019-01-15 12:30:00.000;ALTA;MEDIA;MEDIA;4289826;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-07-18 12:30:00.000;2019-07-18 13:00:00.000;ALTA;MEDIA;MEDIA;4755736;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-08-05 12:30:00.000;2019-08-05 13:00:00.000;ALTA;MEDIA;MEDIA;4801103;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-02-27 12:00:00.000;2019-02-27 12:30:00.000;ALTA;MEDIA;MEDIA;4398983;NULL;NULL;NULL;NULL;NULL;NULL;NULL
