dateTime;next_dateTime;arr_volume_group;dep_volume_group;volume_group;metarKey;visibility;verVisibility;minVisibility;dirMinVisibility;CAVOK;temperature;dewPoint;qnh;unitPressure;variable;direction;knots;gustyWind;maxKnots;oscillationFrom;oscillationTo
2019-01-01 00:00:00.000;2019-01-01 00:30:00.000;BAJA;BAJA;BAJA;4254692;NULL;NULL;NULL;NULL;1;0;-2;1031;hPa;0;340;2;0;NULL;NULL;NULL
2019-01-01 00:30:00.000;2019-01-01 01:00:00.000;BAJA;BAJA;BAJA;4254693;NULL;NULL;NULL;NULL;1;-1;-3;1031;hPa;1;NULL;2;0;NULL;NULL;NULL
2019-01-01 01:00:00.000;2019-01-01 01:30:00.000;BAJA;BAJA;BAJA;4254694;NULL;NULL;NULL;NULL;1;-2;-3;1031;hPa;1;NULL;1;0;NULL;NULL;NULL
2019-01-01 01:30:00.000;2019-01-01 02:00:00.000;BAJA;BAJA;BAJA;4254695;NULL;NULL;NULL;NULL;1;-2;-3;1030;hPa;0;360;2;0;NULL;NULL;NULL
2019-01-01 02:00:00.000;2019-01-01 02:30:00.000;BAJA;BAJA;BAJA;4254696;NULL;NULL;NULL;NULL;1;-2;-3;1031;hPa;0;360;3;0;NULL;NULL;NULL
2019-01-01 02:30:00.000;2019-01-01 03:00:00.000;BAJA;BAJA;BAJA;4254697;NULL;NULL;NULL;NULL;1;-2;-3;1031;hPa;0;360;2;0;NULL;NULL;NULL
2019-01-01 03:00:00.000;2019-01-01 03:30:00.000;BAJA;BAJA;BAJA;4254698;NULL;NULL;NULL;NULL;1;-1;-3;1031;hPa;0;290;2;0;NULL;NULL;NULL
2019-01-01 03:30:00.000;2019-01-01 04:00:00.000;BAJA;BAJA;BAJA;4254699;NULL;NULL;NULL;NULL;1;-2;-3;1031;hPa;0;10;2;0;NULL;NULL;NULL
2019-01-01 04:00:00.000;2019-01-01 04:30:00.000;BAJA;BAJA;BAJA;4254700;NULL;NULL;NULL;NULL;1;-3;-4;1030;hPa;0;350;2;0;NULL;NULL;NULL
2019-01-01 04:30:00.000;2019-01-01 05:00:00.000;BAJA;BAJA;BAJA;4254701;NULL;NULL;NULL;NULL;1;-3;-4;1030;hPa;0;350;1;0;NULL;NULL;NULL
2019-01-01 05:00:00.000;2019-01-01 05:30:00.000;MEDIA;BAJA;BAJA;4254702;NULL;NULL;NULL;NULL;1;-3;-4;1030;hPa;0;20;3;0;NULL;NULL;NULL
2019-01-01 05:30:00.000;2019-01-01 06:00:00.000;BAJA;BAJA;BAJA;4254703;NULL;NULL;NULL;NULL;1;-3;-4;1030;hPa;0;340;2;0;NULL;NULL;NULL
2019-01-01 06:00:00.000;2019-01-01 06:30:00.000;BAJA;MEDIA;BAJA;4254704;NULL;NULL;NULL;NULL;1;-3;-4;1031;hPa;0;320;2;0;NULL;NULL;NULL
2019-01-01 06:30:00.000;2019-01-01 07:00:00.000;MEDIA;ALTA;MEDIA;4254705;NULL;NULL;NULL;NULL;1;-3;-4;1031;hPa;0;340;3;0;NULL;NULL;NULL
2019-01-01 07:00:00.000;2019-01-01 07:30:00.000;MEDIA;MEDIA;MEDIA;4254706;NULL;NULL;NULL;NULL;1;-3;-4;1031;hPa;0;10;3;0;NULL;NULL;NULL
2019-01-01 07:30:00.000;2019-01-01 08:00:00.000;MEDIA;MEDIA;MEDIA;4254707;NULL;NULL;NULL;NULL;1;-3;-4;1031;hPa;0;350;3;0;NULL;NULL;NULL
2019-01-01 08:00:00.000;2019-01-01 08:30:00.000;MEDIA;MEDIA;MEDIA;4254708;NULL;NULL;NULL;NULL;1;-3;-4;1031;hPa;0;10;3;0;NULL;NULL;NULL
2019-01-01 08:30:00.000;2019-01-01 09:00:00.000;ALTA;MEDIA;MEDIA;4254709;NULL;NULL;NULL;NULL;1;-2;-4;1032;hPa;0;350;3;0;NULL;310;10
2019-01-01 09:00:00.000;2019-01-01 09:30:00.000;ALTA;MEDIA;MEDIA;4254710;NULL;NULL;NULL;NULL;1;-1;-3;1032;hPa;0;320;3;0;NULL;NULL;NULL
2019-01-01 09:30:00.000;2019-01-01 10:00:00.000;MEDIA;MEDIA;MEDIA;4254711;NULL;NULL;NULL;NULL;1;1;-3;1032;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-01 10:00:00.000;2019-01-01 10:30:00.000;MEDIA;MEDIA;MEDIA;4254712;NULL;NULL;NULL;NULL;1;2;-2;1032;hPa;1;NULL;1;0;NULL;NULL;NULL
2019-01-01 10:30:00.000;2019-01-01 11:00:00.000;MEDIA;ALTA;ALTA;4254713;NULL;NULL;NULL;NULL;1;4;-2;1032;hPa;1;NULL;2;0;NULL;NULL;NULL
2019-01-01 11:00:00.000;2019-01-01 11:30:00.000;BAJA;ALTA;MEDIA;4254714;NULL;NULL;NULL;NULL;1;5;-2;1032;hPa;1;NULL;2;0;NULL;NULL;NULL
2019-01-01 13:00:00.000;2019-01-01 13:30:00.000;ALTA;MEDIA;MEDIA;4254718;NULL;NULL;NULL;NULL;1;12;-2;1030;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-01 13:30:00.000;2019-01-01 14:00:00.000;ALTA;MEDIA;MEDIA;4254719;NULL;NULL;NULL;NULL;1;13;-3;1030;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-01 14:00:00.000;2019-01-01 14:30:00.000;MEDIA;ALTA;MEDIA;4254720;NULL;NULL;NULL;NULL;1;13;-1;1030;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-01 14:30:00.000;2019-01-01 15:00:00.000;MEDIA;ALTA;MEDIA;4254721;NULL;NULL;NULL;NULL;1;14;-2;1030;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-01 15:00:00.000;2019-01-01 15:30:00.000;MEDIA;ALTA;MEDIA;4254722;NULL;NULL;NULL;NULL;1;13;-2;1030;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-01 15:30:00.000;2019-01-01 16:00:00.000;MEDIA;ALTA;ALTA;4254723;NULL;NULL;NULL;NULL;1;14;-1;1030;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-01 16:00:00.000;2019-01-01 16:30:00.000;MEDIA;MEDIA;MEDIA;4254724;NULL;NULL;NULL;NULL;1;15;-2;1030;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-01 16:30:00.000;2019-01-01 17:00:00.000;MEDIA;MEDIA;MEDIA;4254725;NULL;NULL;NULL;NULL;1;13;-2;1030;hPa;0;160;3;0;NULL;100;200
2019-01-01 17:00:00.000;2019-01-01 17:30:00.000;MEDIA;MEDIA;MEDIA;4254726;NULL;NULL;NULL;NULL;1;11;-1;1030;hPa;0;200;4;0;NULL;170;250
2019-01-01 17:30:00.000;2019-01-01 18:00:00.000;ALTA;MEDIA;MEDIA;4254727;NULL;NULL;NULL;NULL;1;9;0;1030;hPa;1;NULL;2;0;NULL;NULL;NULL
2019-01-01 18:00:00.000;2019-01-01 18:30:00.000;MEDIA;MEDIA;MEDIA;4254728;NULL;NULL;NULL;NULL;1;5;0;1030;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-01 18:30:00.000;2019-01-01 19:00:00.000;MEDIA;MEDIA;MEDIA;4254729;NULL;NULL;NULL;NULL;1;5;0;1030;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-01 19:00:00.000;2019-01-01 19:30:00.000;ALTA;ALTA;ALTA;4254730;NULL;NULL;NULL;NULL;1;3;-1;1031;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-01 19:30:00.000;2019-01-01 20:00:00.000;MEDIA;MEDIA;MEDIA;4254731;NULL;NULL;NULL;NULL;1;4;-1;1030;hPa;0;360;3;0;NULL;NULL;NULL
2019-01-01 20:00:00.000;2019-01-01 20:30:00.000;MEDIA;MEDIA;MEDIA;4254732;NULL;NULL;NULL;NULL;1;2;-1;1030;hPa;0;350;2;0;NULL;NULL;NULL
2019-01-01 20:30:00.000;2019-01-01 21:00:00.000;MEDIA;MEDIA;MEDIA;4254733;NULL;NULL;NULL;NULL;1;2;-2;1031;hPa;0;340;4;0;NULL;NULL;NULL
2019-01-01 21:00:00.000;2019-01-01 21:30:00.000;ALTA;MEDIA;MEDIA;4254734;NULL;NULL;NULL;NULL;1;2;-1;1031;hPa;0;350;4;0;NULL;NULL;NULL
2019-01-01 21:30:00.000;2019-01-01 22:00:00.000;ALTA;MEDIA;MEDIA;4254735;NULL;NULL;NULL;NULL;1;2;-2;1031;hPa;0;330;3;0;NULL;NULL;NULL
2019-01-01 22:00:00.000;2019-01-01 22:30:00.000;MEDIA;BAJA;MEDIA;4254736;NULL;NULL;NULL;NULL;1;1;-2;1030;hPa;0;350;4;0;NULL;NULL;NULL
2019-01-01 22:30:00.000;2019-01-01 23:00:00.000;MEDIA;BAJA;BAJA;4254737;NULL;NULL;NULL;NULL;1;0;-2;1030;hPa;0;10;4;0;NULL;NULL;NULL
2019-01-01 23:00:00.000;2019-01-01 23:30:00.000;BAJA;MEDIA;MEDIA;4254738;NULL;NULL;NULL;NULL;1;-1;-3;1030;hPa;1;NULL;1;0;NULL;NULL;NULL
2019-01-01 23:30:00.000;2019-01-02 00:00:00.000;BAJA;BAJA;BAJA;4254739;NULL;NULL;NULL;NULL;1;-1;-2;1030;hPa;0;340;2;0;NULL;NULL;NULL
2019-01-02 00:00:00.000;2019-01-02 00:30:00.000;BAJA;BAJA;BAJA;4257194;NULL;NULL;NULL;NULL;1;-1;-2;1031;hPa;0;310;2;0;NULL;NULL;NULL
2019-01-02 00:30:00.000;2019-01-02 01:00:00.000;BAJA;BAJA;BAJA;4257195;NULL;NULL;NULL;NULL;1;-2;-3;1031;hPa;0;10;2;0;NULL;NULL;NULL
2019-01-02 01:00:00.000;2019-01-02 01:30:00.000;BAJA;BAJA;BAJA;4257196;NULL;NULL;NULL;NULL;1;-2;-3;1030;hPa;0;360;3;0;NULL;NULL;NULL
2019-01-02 01:30:00.000;2019-01-02 02:00:00.000;BAJA;BAJA;BAJA;4257197;NULL;NULL;NULL;NULL;1;-2;-3;1030;hPa;0;340;2;0;NULL;NULL;NULL
2019-01-02 02:00:00.000;2019-01-02 02:30:00.000;BAJA;BAJA;BAJA;4257198;NULL;NULL;NULL;NULL;1;-3;-3;1030;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-02 02:30:00.000;2019-01-02 03:00:00.000;BAJA;BAJA;BAJA;4257199;NULL;NULL;NULL;NULL;1;-3;-3;1030;hPa;1;NULL;1;0;NULL;NULL;NULL
2019-01-02 03:00:00.000;2019-01-02 03:30:00.000;BAJA;BAJA;BAJA;4257200;NULL;NULL;NULL;NULL;1;-3;-4;1030;hPa;0;350;2;0;NULL;NULL;NULL
2019-01-02 03:30:00.000;2019-01-02 04:00:00.000;BAJA;BAJA;BAJA;4257201;NULL;NULL;NULL;NULL;1;-3;-4;1030;hPa;0;350;2;0;NULL;NULL;NULL
2019-01-02 04:00:00.000;2019-01-02 04:30:00.000;BAJA;BAJA;BAJA;4257202;NULL;NULL;NULL;NULL;1;-3;-4;1029;hPa;0;360;3;0;NULL;NULL;NULL
2019-01-02 04:30:00.000;2019-01-02 05:00:00.000;MEDIA;BAJA;BAJA;4257203;NULL;NULL;NULL;NULL;1;-3;-4;1029;hPa;0;340;2;0;NULL;NULL;NULL
2019-01-02 05:00:00.000;2019-01-02 05:30:00.000;MEDIA;BAJA;BAJA;4257204;NULL;NULL;NULL;NULL;1;-4;-4;1029;hPa;0;350;2;0;NULL;NULL;NULL
2019-01-02 05:30:00.000;2019-01-02 06:00:00.000;BAJA;MEDIA;MEDIA;4257205;NULL;NULL;NULL;NULL;1;-4;-4;1029;hPa;0;350;2;0;NULL;NULL;NULL
2019-01-02 06:00:00.000;2019-01-02 06:30:00.000;MEDIA;MEDIA;MEDIA;4257206;NULL;NULL;NULL;NULL;1;-4;-4;1029;hPa;0;10;4;0;NULL;NULL;NULL
2019-01-02 06:30:00.000;2019-01-02 07:00:00.000;MEDIA;ALTA;ALTA;4257207;NULL;NULL;NULL;NULL;1;-4;-4;1029;hPa;0;360;3;0;NULL;NULL;NULL
2019-01-02 07:00:00.000;2019-01-02 07:30:00.000;MEDIA;MEDIA;MEDIA;4257208;NULL;NULL;NULL;NULL;1;-4;-5;1029;hPa;0;310;3;0;NULL;260;340
2019-01-02 07:30:00.000;2019-01-02 08:00:00.000;MEDIA;MEDIA;MEDIA;4257209;NULL;NULL;NULL;NULL;1;-4;-5;1029;hPa;0;350;2;0;NULL;NULL;NULL
2019-01-02 08:00:00.000;2019-01-02 08:30:00.000;MEDIA;ALTA;ALTA;4257210;NULL;NULL;NULL;NULL;1;-5;-5;1029;hPa;0;350;2;0;NULL;NULL;NULL
2019-01-02 08:30:00.000;2019-01-02 09:00:00.000;ALTA;MEDIA;MEDIA;4257211;NULL;NULL;NULL;NULL;1;-4;-5;1030;hPa;0;340;3;0;NULL;NULL;NULL
2019-01-02 09:00:00.000;2019-01-02 09:30:00.000;ALTA;MEDIA;ALTA;4257212;NULL;NULL;NULL;NULL;1;-2;-4;1030;hPa;0;340;3;0;NULL;NULL;NULL
2019-01-02 09:30:00.000;2019-01-02 10:00:00.000;ALTA;MEDIA;MEDIA;4257213;NULL;NULL;NULL;NULL;1;-1;-4;1030;hPa;0;320;3;0;NULL;NULL;NULL
2019-01-02 10:00:00.000;2019-01-02 10:30:00.000;MEDIA;MEDIA;MEDIA;4257214;NULL;NULL;NULL;NULL;1;1;-3;1030;hPa;1;NULL;1;0;NULL;NULL;NULL
2019-01-02 10:30:00.000;2019-01-02 11:00:00.000;MEDIA;ALTA;ALTA;4257215;NULL;NULL;NULL;NULL;1;2;-2;1030;hPa;0;330;3;0;NULL;NULL;NULL
2019-01-02 11:00:00.000;2019-01-02 11:30:00.000;MEDIA;ALTA;ALTA;4257216;NULL;NULL;NULL;NULL;1;5;-1;1029;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-02 13:00:00.000;2019-01-02 13:30:00.000;ALTA;MEDIA;MEDIA;4257220;NULL;NULL;NULL;NULL;1;10;0;1027;hPa;1;NULL;2;0;NULL;NULL;NULL
2019-01-02 13:30:00.000;2019-01-02 14:00:00.000;ALTA;MEDIA;MEDIA;4257221;NULL;NULL;NULL;NULL;1;10;-1;1027;hPa;1;NULL;1;0;NULL;NULL;NULL
2019-01-02 14:00:00.000;2019-01-02 14:30:00.000;ALTA;ALTA;ALTA;4257222;NULL;NULL;NULL;NULL;1;11;-1;1026;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-02 14:30:00.000;2019-01-02 15:00:00.000;MEDIA;ALTA;ALTA;4257223;NULL;NULL;NULL;NULL;1;12;-2;1026;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-02 15:00:00.000;2019-01-02 15:30:00.000;MEDIA;ALTA;ALTA;4257224;NULL;NULL;NULL;NULL;1;13;-1;1026;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-02 15:30:00.000;2019-01-02 16:00:00.000;MEDIA;ALTA;ALTA;4257225;NULL;NULL;NULL;NULL;1;13;-1;1026;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-02 16:00:00.000;2019-01-02 16:30:00.000;MEDIA;MEDIA;MEDIA;4257226;NULL;NULL;NULL;NULL;1;13;1;1026;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-02 16:30:00.000;2019-01-02 17:00:00.000;MEDIA;MEDIA;MEDIA;4257227;NULL;NULL;NULL;NULL;1;11;2;1026;hPa;1;NULL;1;0;NULL;NULL;NULL
2019-01-02 17:00:00.000;2019-01-02 17:30:00.000;ALTA;MEDIA;MEDIA;4257228;NULL;NULL;NULL;NULL;1;8;1;1026;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-02 17:30:00.000;2019-01-02 18:00:00.000;ALTA;MEDIA;ALTA;4257229;NULL;NULL;NULL;NULL;1;9;0;1026;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-02 18:00:00.000;2019-01-02 18:30:00.000;ALTA;MEDIA;MEDIA;4257230;NULL;NULL;NULL;NULL;1;6;0;1026;hPa;1;NULL;1;0;NULL;NULL;NULL
2019-01-02 18:30:00.000;2019-01-02 19:00:00.000;MEDIA;MEDIA;MEDIA;4257231;NULL;NULL;NULL;NULL;1;6;-1;1026;hPa;0;300;3;0;NULL;NULL;NULL
2019-01-02 19:00:00.000;2019-01-02 19:30:00.000;MEDIA;ALTA;ALTA;4257232;NULL;NULL;NULL;NULL;1;5;0;1027;hPa;0;10;3;0;NULL;340;40
2019-01-02 19:30:00.000;2019-01-02 20:00:00.000;ALTA;MEDIA;MEDIA;4257233;NULL;NULL;NULL;NULL;1;4;0;1027;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-02 20:00:00.000;2019-01-02 20:30:00.000;MEDIA;MEDIA;MEDIA;4257234;NULL;NULL;NULL;NULL;1;2;-1;1027;hPa;0;350;2;0;NULL;NULL;NULL
2019-01-02 20:30:00.000;2019-01-02 21:00:00.000;ALTA;ALTA;ALTA;4257235;NULL;NULL;NULL;NULL;1;3;0;1027;hPa;0;330;2;0;NULL;NULL;NULL
2019-01-02 21:00:00.000;2019-01-02 21:30:00.000;ALTA;MEDIA;MEDIA;4257236;NULL;NULL;NULL;NULL;1;2;0;1027;hPa;0;340;3;0;NULL;NULL;NULL
2019-01-02 21:30:00.000;2019-01-02 22:00:00.000;ALTA;MEDIA;MEDIA;4257237;NULL;NULL;NULL;NULL;1;2;0;1027;hPa;1;NULL;2;0;NULL;NULL;NULL
2019-01-02 22:00:00.000;2019-01-02 22:30:00.000;MEDIA;MEDIA;MEDIA;4257238;NULL;NULL;NULL;NULL;1;0;-1;1027;hPa;0;340;3;0;NULL;300;20
2019-01-02 22:30:00.000;2019-01-02 23:00:00.000;MEDIA;BAJA;BAJA;4257239;NULL;NULL;NULL;NULL;1;0;-2;1027;hPa;0;340;3;0;NULL;300;10
2019-01-02 23:00:00.000;2019-01-02 23:30:00.000;MEDIA;MEDIA;MEDIA;4257240;NULL;NULL;NULL;NULL;1;0;-2;1027;hPa;0;320;3;0;NULL;NULL;NULL
2019-01-02 23:30:00.000;2019-01-03 00:00:00.000;BAJA;BAJA;BAJA;4257241;NULL;NULL;NULL;NULL;1;1;-2;1027;hPa;0;350;5;0;NULL;NULL;NULL
2019-01-03 00:00:00.000;2019-01-03 00:30:00.000;BAJA;BAJA;BAJA;4259691;NULL;NULL;NULL;NULL;1;0;-2;1027;hPa;0;350;5;0;NULL;NULL;NULL
2019-01-03 00:30:00.000;2019-01-03 01:00:00.000;BAJA;BAJA;BAJA;4259692;NULL;NULL;NULL;NULL;1;0;-2;1027;hPa;0;340;4;0;NULL;310;10
2019-01-03 01:00:00.000;2019-01-03 01:30:00.000;BAJA;BAJA;BAJA;4259693;NULL;NULL;NULL;NULL;1;-1;-3;1027;hPa;0;330;4;0;NULL;NULL;NULL
2019-01-03 01:30:00.000;2019-01-03 02:00:00.000;BAJA;BAJA;BAJA;4259694;NULL;NULL;NULL;NULL;1;-1;-3;1027;hPa;0;340;3;0;NULL;NULL;NULL
2019-01-03 02:00:00.000;2019-01-03 02:30:00.000;BAJA;BAJA;BAJA;4259695;NULL;NULL;NULL;NULL;1;-1;-3;1027;hPa;0;340;4;0;NULL;NULL;NULL
2019-01-03 02:30:00.000;2019-01-03 03:00:00.000;BAJA;BAJA;BAJA;4259696;NULL;NULL;NULL;NULL;1;-2;-3;1028;hPa;0;350;3;0;NULL;NULL;NULL
2019-01-03 03:00:00.000;2019-01-03 03:30:00.000;BAJA;BAJA;BAJA;4259697;NULL;NULL;NULL;NULL;1;-2;-3;1028;hPa;0;350;2;0;NULL;NULL;NULL
2019-01-03 03:30:00.000;2019-01-03 04:00:00.000;BAJA;BAJA;BAJA;4259698;NULL;NULL;NULL;NULL;1;-1;-3;1027;hPa;0;330;3;0;NULL;NULL;NULL
2019-01-03 04:00:00.000;2019-01-03 04:30:00.000;BAJA;BAJA;BAJA;4259699;NULL;NULL;NULL;NULL;1;-2;-4;1027;hPa;0;360;3;0;NULL;NULL;NULL
2019-01-03 04:30:00.000;2019-01-03 05:00:00.000;MEDIA;BAJA;BAJA;4259700;NULL;NULL;NULL;NULL;1;-3;-5;1027;hPa;0;300;3;0;NULL;NULL;NULL
2019-01-03 05:00:00.000;2019-01-03 05:30:00.000;MEDIA;BAJA;BAJA;4259701;NULL;NULL;NULL;NULL;1;-2;-4;1027;hPa;0;330;3;0;NULL;NULL;NULL
2019-01-03 05:30:00.000;2019-01-03 06:00:00.000;MEDIA;MEDIA;MEDIA;4259702;NULL;NULL;NULL;NULL;1;-2;-4;1027;hPa;0;320;3;0;NULL;NULL;NULL
2019-01-03 06:00:00.000;2019-01-03 06:30:00.000;BAJA;MEDIA;MEDIA;4259703;NULL;NULL;NULL;NULL;1;-2;-4;1027;hPa;0;340;3;0;NULL;NULL;NULL
2019-01-03 06:30:00.000;2019-01-03 07:00:00.000;MEDIA;ALTA;ALTA;4259704;NULL;NULL;NULL;NULL;1;-2;-5;1027;hPa;0;360;3;0;NULL;NULL;NULL
2019-01-03 07:00:00.000;2019-01-03 07:30:00.000;MEDIA;MEDIA;MEDIA;4259705;NULL;NULL;NULL;NULL;1;-3;-5;1028;hPa;0;360;3;0;NULL;NULL;NULL
2019-01-03 07:30:00.000;2019-01-03 08:00:00.000;MEDIA;MEDIA;MEDIA;4259706;NULL;NULL;NULL;NULL;1;-3;-5;1028;hPa;0;310;2;0;NULL;NULL;NULL
2019-01-03 08:00:00.000;2019-01-03 08:30:00.000;MEDIA;ALTA;ALTA;4259707;NULL;NULL;NULL;NULL;1;-3;-5;1028;hPa;0;360;3;0;NULL;NULL;NULL
2019-01-03 08:30:00.000;2019-01-03 09:00:00.000;ALTA;MEDIA;MEDIA;4259708;NULL;NULL;NULL;NULL;1;-2;-5;1029;hPa;0;350;3;0;NULL;NULL;NULL
2019-01-03 09:00:00.000;2019-01-03 09:30:00.000;ALTA;MEDIA;ALTA;4259709;NULL;NULL;NULL;NULL;1;0;-3;1029;hPa;0;350;2;0;NULL;NULL;NULL
2019-01-03 09:30:00.000;2019-01-03 10:00:00.000;ALTA;MEDIA;ALTA;4259710;NULL;NULL;NULL;NULL;1;1;-3;1029;hPa;1;NULL;2;0;NULL;NULL;NULL
2019-01-03 10:00:00.000;2019-01-03 10:30:00.000;MEDIA;MEDIA;MEDIA;4259711;NULL;NULL;NULL;NULL;1;2;-4;1029;hPa;1;NULL;2;0;NULL;NULL;NULL
2019-01-03 10:30:00.000;2019-01-03 11:00:00.000;MEDIA;ALTA;MEDIA;4259712;NULL;NULL;NULL;NULL;1;4;-4;1029;hPa;0;320;4;0;NULL;NULL;NULL
2019-01-03 11:00:00.000;2019-01-03 11:30:00.000;MEDIA;ALTA;ALTA;4259713;NULL;NULL;NULL;NULL;1;6;-2;1029;hPa;0;320;3;0;NULL;290;20
2019-01-03 13:00:00.000;2019-01-03 13:30:00.000;ALTA;MEDIA;MEDIA;4259717;NULL;NULL;NULL;NULL;1;12;-3;1027;hPa;0;160;2;0;NULL;NULL;NULL
2019-01-03 13:30:00.000;2019-01-03 14:00:00.000;ALTA;MEDIA;ALTA;4259718;NULL;NULL;NULL;NULL;1;12;-2;1027;hPa;1;NULL;3;0;NULL;NULL;NULL
2019-01-03 14:00:00.000;2019-01-03 14:30:00.000;MEDIA;ALTA;MEDIA;4259719;NULL;NULL;NULL;NULL;1;13;-3;1027;hPa;0;230;1;0;NULL;NULL;NULL
2019-01-03 14:30:00.000;2019-01-03 15:00:00.000;MEDIA;ALTA;MEDIA;4259720;NULL;NULL;NULL;NULL;1;14;-3;1027;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-03 15:00:00.000;2019-01-03 15:30:00.000;MEDIA;ALTA;ALTA;4259721;NULL;NULL;NULL;NULL;1;13;-3;1027;hPa;0;150;1;0;NULL;NULL;NULL
2019-01-03 15:30:00.000;2019-01-03 16:00:00.000;MEDIA;ALTA;ALTA;4259722;NULL;NULL;NULL;NULL;1;13;-4;1027;hPa;0;250;1;0;NULL;NULL;NULL
2019-01-03 16:00:00.000;2019-01-03 16:30:00.000;MEDIA;MEDIA;MEDIA;4259723;NULL;NULL;NULL;NULL;1;12;-1;1027;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-03 16:30:00.000;2019-01-03 17:00:00.000;MEDIA;MEDIA;MEDIA;4259724;NULL;NULL;NULL;NULL;1;11;-1;1027;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-03 17:00:00.000;2019-01-03 17:30:00.000;MEDIA;MEDIA;MEDIA;4259725;NULL;NULL;NULL;NULL;1;8;0;1027;hPa;0;360;2;0;NULL;NULL;NULL
2019-01-03 17:30:00.000;2019-01-03 18:00:00.000;ALTA;MEDIA;MEDIA;4259726;NULL;NULL;NULL;NULL;1;8;-3;1027;hPa;0;0;0;0;NULL;NULL;NULL
2019-01-03 18:00:00.000;2019-01-03 18:30:00.000;ALTA;MEDIA;MEDIA;4259727;NULL;NULL;NULL;NULL;1;5;-2;1028;hPa;0;330;2;0;NULL;NULL;NULL
2019-01-03 18:30:00.000;2019-01-03 19:00:00.000;ALTA;MEDIA;ALTA;4259728;NULL;NULL;NULL;NULL;1;6;-3;1028;hPa;0;350;2;0;NULL;NULL;NULL
2019-01-03 19:00:00.000;2019-01-03 19:30:00.000;MEDIA;ALTA;ALTA;4259729;NULL;NULL;NULL;NULL;1;6;-3;1028;hPa;0;320;3;0;NULL;NULL;NULL
2019-01-03 19:30:00.000;2019-01-03 20:00:00.000;ALTA;MEDIA;MEDIA;4259730;NULL;NULL;NULL;NULL;1;4;-2;1028;hPa;1;NULL;1;0;NULL;NULL;NULL
2019-01-03 20:00:00.000;2019-01-03 20:30:00.000;MEDIA;ALTA;MEDIA;4259731;NULL;NULL;NULL;NULL;1;3;-2;1029;hPa;0;340;3;0;NULL;NULL;NULL
2019-01-03 20:30:00.000;2019-01-03 21:00:00.000;ALTA;MEDIA;MEDIA;4259732;NULL;NULL;NULL;NULL;1;3;-1;1028;hPa;0;320;3;0;NULL;NULL;NULL
2019-01-03 21:00:00.000;2019-01-03 21:30:00.000;MEDIA;MEDIA;MEDIA;4259733;NULL;NULL;NULL;NULL;1;3;-1;1029;hPa;0;350;3;0;NULL;NULL;NULL
2019-01-03 21:30:00.000;2019-01-03 22:00:00.000;MEDIA;BAJA;MEDIA;4259734;NULL;NULL;NULL;NULL;1;2;-2;1029;hPa;0;340;3;0;NULL;NULL;NULL
2019-01-03 22:00:00.000;2019-01-03 22:30:00.000;MEDIA;MEDIA;MEDIA;4259735;NULL;NULL;NULL;NULL;1;2;-2;1029;hPa;0;350;4;0;NULL;NULL;NULL
2019-01-03 22:30:00.000;2019-01-03 23:00:00.000;MEDIA;BAJA;MEDIA;4259736;NULL;NULL;NULL;NULL;1;1;-2;1029;hPa;0;350;3;0;NULL;320;30
2019-01-03 23:00:00.000;2019-01-03 23:30:00.000;BAJA;MEDIA;MEDIA;4259737;NULL;NULL;NULL;NULL;1;0;-2;1029;hPa;0;350;3;0;NULL;NULL;NULL
2019-01-03 23:30:00.000;2019-01-04 00:00:00.000;BAJA;MEDIA;BAJA;4259738;NULL;NULL;NULL;NULL;1;0;-2;1029;hPa;0;320;3;0;NULL;NULL;NULL
2019-01-04 00:00:00.000;2019-01-04 00:30:00.000;BAJA;BAJA;BAJA;4262199;NULL;NULL;NULL;NULL;1;0;-2;1029;hPa;0;360;3;0;NULL;NULL;NULL
2019-01-04 00:30:00.000;2019-01-04 01:00:00.000;BAJA;BAJA;BAJA;4262200;NULL;NULL;NULL;NULL;1;0;-2;1029;hPa;0;320;4;0;NULL;NULL;NULL
