fit_intercept;Rank;Fit Time;Score Time;RMSE;R2;EV;MSLE;MPD
True;1;0,03790769577026367;0,003511953353881836;-1,803812060807573;0,052203783439596994;0,05659158641345898;-0,05687264524582899;-0,498422616216131
