fit_intercept;Rank;Fit Time;Score Time;RMSE;R2;EV;MSLE;MPD
True;1;0,01217823028564453;0,002879905700683594;-2,52201997295619;0,03908441470870485;0,039352419382368956;-0,08714911152244986;-0,8467612004052485
