bootstrap;criterion;max_depth;max_features;max_leaf_nodes;min_samples_leaf;min_samples_split;n_estimators;Rank;Fit Time;Score Time;RMSE;R2;EV;MSLE;MPD
True;mse;10,0;0,5;;5;10;100;16;1,7928236484527589;0,029867076873779298;-2,424441383478956;0,11126407528436282;0,11200713762868775;-0,07819521794343129;-0,7732875926423033
True;mse;12,0;0,5;;10;10;100;17;1,9983681201934815;0,03419218063354492;-2,424477403254371;0,11112553587701042;0,11187455304199272;-0,07811367850074441;-0,7733838915815838
True;mse;12,0;0,5;;10;15;100;17;1,9987841606140138;0,03421907424926758;-2,424477403254371;0,11112553587701042;0,11187455304199272;-0,07811367850074441;-0,7733838915815838
True;mse;12,0;0,5;;5;15;200;19;4,877330875396728;0,07387542724609375;-2,4278326197687767;0,10870635189910638;0,10969877933610421;-0,07848567696254687;-0,7757196105311414
True;mse;12,0;0,5;;5;10;200;20;4,939477014541626;0,0762967586517334;-2,4283123607040698;0,10833237790747734;0,10934113092561275;-0,07852373414891693;-0,7760666372639524
True;mse;12,0;0,5;;5;15;150;21;3,676420068740845;0,056275463104248045;-2,4285252082259356;0,10818838048712316;0,10916328509135913;-0,0785622138730808;-0,7762024838286729
True;mse;12,0;0,5;;5;10;150;22;3,7226867198944094;0,05720815658569336;-2,429128148683141;0,1077625277138176;0,1087607590277615;-0,07859200443969183;-0,7766261798216891
True;mse;12,0;0,5;;5;15;100;23;2,0549559116363527;0,034440231323242185;-2,4293050380370795;0,10761544731114676;0,10858182608935399;-0,07862490363248145;-0,7767785539144091
True;mse;12,0;0,5;;5;10;100;24;2,088760423660278;0,0350372314453125;-2,430427360483706;0,10677235797765613;0,10778268020030699;-0,07868935163983666;-0,7775205088672144
True;mse;;0,5;;10;10;200;25;5,654896831512451;0,08901162147521972;-2,430792281465743;0,10645598862831071;0,1074254981608183;-0,07862155146610914;-0,7777577878116325
True;mse;;0,5;;10;15;200;25;5,663659954071045;0,08901567459106445;-2,430792281465743;0,10645598862831071;0,1074254981608183;-0,07862155146610914;-0,7777577878116325
True;mse;;0,5;;10;10;150;27;4,257075929641724;0,06749987602233887;-2,431118546718614;0,10621631019719294;0,10722008175745687;-0,07866974387089683;-0,7779893043466531
True;mse;;0,5;;10;15;150;27;4,240132474899292;0,06885881423950195;-2,431118546718614;0,10621631019719294;0,10722008175745687;-0,07866974387089683;-0,7779893043466531
True;mse;;0,5;;10;15;100;29;2,393579626083374;0,041637229919433597;-2,431757033428595;0,10572989984588532;0,10672784732302505;-0,07872159616836691;-0,7784065405327218
True;mse;;0,5;;10;10;100;29;2,393983030319214;0,04163780212402344;-2,431757033428595;0,10572989984588532;0,10672784732302505;-0,07872159616836691;-0,7784065405327218
True;mse;;0,5;;5;15;200;31;6,337676858901977;0,09847846031188964;-2,4403496222033594;0,0993377966691451;0,10148912804146885;-0,07972773997299604;-0,7844559105050773
True;mse;;0,5;;5;15;150;32;4,749734115600586;0,07458786964416504;-2,4403680988220353;0,0993657627026792;0,1015620915521804;-0,07975236348207973;-0,7845167083912472
True;mse;;0,5;;5;15;100;33;2,6700409412384034;0,04563813209533692;-2,4420742182479827;0,098098898312446;0,10034974660677036;-0,07987442458121477;-0,7857059558379227
True;mse;;0,5;;5;10;200;34;6,58521671295166;0,10444717407226563;-2,4421585242023873;0,09803497329391415;0,10015744805364882;-0,0798472535185267;-0,7858047071408081
True;mse;;0,5;;5;10;150;35;4,934073114395142;0,07894949913024903;-2,4436501692473587;0,09694842027212322;0,09908997696610373;-0,07996514795556571;-0,7868248709214253
True;mse;;0,5;;5;10;100;36;3,3566957473754884;0,05453367233276367;-2,4453428201898597;0,0957271058503606;0,09788891238959019;-0,08009122329288834;-0,7880593120203494
