fit_intercept;Rank;Fit Time;Score Time;RMSE;R2;EV;MSLE;MPD
True;1;0,012482643127441406;0,003198575973510742;-1,8205727784437389;0,03454228410500493;0,03851717395526708;-0,05823963006529938;-0,5085821520286189
